Date,AAPL,AMZN,BTC-USD,CL=F,GLD,GOOGL,MSFT,NVDA,SPY,TLT
2015-01-06,9.390688981599498e-05,-0.02309805250552857,0.0417958802770686,-0.04308108435596634,0.01133448217141997,-0.02498906401039541,-0.01478562742472272,-0.03078748987655196,-0.009463756217852363,0.017857206386250553
2015-01-07,0.013924778068759002,0.010543956937772861,0.0280729729527459,0.014910220457776853,-0.005908836993974842,-0.002945324767435044,0.01262506917811526,-0.0026090355902154655,0.012384548054702266,-0.001976543155153654
2015-01-08,0.03770254378893542,0.006812759380520335,-0.038046038508232904,0.002873552595966013,-0.004217399700950183,0.003478156744157204,0.028993846140537165,0.036927412337557544,0.01758902318545758,-0.013331892613233679
2015-01-09,0.00107200547645996,-0.011818170381278284,0.02460744467252288,-0.008852354224805237,0.011320872784880804,-0.01228648389204269,-0.008440509362380609,0.004020065468109849,-0.008045918621179034,0.01089292146123444
2015-01-13,0.008839590769894587,0.011362407445480715,-0.17030572694913534,-0.0039147572172250344,-0.003379471739693634,0.009490856175542423,-0.005163399197994792,-0.001525007119396131,-0.002816569179668571,0.0
2015-01-14,-0.003817488084318453,-0.004999968410075042,-0.23755771549530522,0.05490411721231432,-0.0016093040146014643,0.008196653850339608,-0.008666001248692315,0.004061067616822965,-0.006055544652117899,0.007557427689902943
2015-01-15,-0.027515523711042426,-0.021785701035730624,0.164002352794029,-0.04708986836030483,0.024864209830664365,-0.0038022219519747015,-0.010498340334039315,-0.007117316352654418,-0.009203096285967,0.01561330011805444
2015-01-16,-0.007800548906626378,0.013121402610751216,-0.008360051860799687,0.051412178031389144,0.01297967953352017,0.01271623424086687,0.016572561650103932,0.018200550646450292,0.013029060840797758,-0.012831227157835528
2015-01-21,0.007605181873494221,0.0266255183222718,0.07114626123199319,0.029523210742563026,0.00024156831944978564,0.02028538275353301,-0.010182921317870557,0.013889250322529249,0.005035257410790355,-0.011626556839089364
2015-01-22,0.02568283323119955,0.04303046145131587,0.02828326756390444,-0.0312491662022827,0.008017360134577187,0.03197797002256511,0.02600904083679843,0.017094736087192596,0.014761476320513328,-0.003604882340895776
2015-01-23,0.005146991388036331,0.006648407611927956,-0.002260455630801953,-0.015669552574658685,-0.008017360134577146,0.00861724329028686,0.0010605156689885932,0.0029011910252448115,-0.00549793276656107,0.013822329524501523
2015-01-27,-0.03564064168128403,-0.009441849857626305,-0.03724435725045598,0.023638614439497847,0.011399158685807192,-0.029362017616257532,-0.0970983295528189,-0.04920258245448235,-0.013278543694923223,0.0015619012619141972
2015-01-28,0.05499251257341031,-0.009301429174865683,-0.11900073718364432,-0.03926394897435358,-0.007909034514030033,-0.016950491285928248,-0.035066015056895966,-0.01643587391437886,-0.012907258040619332,0.016216598962086756
2015-01-29,0.030658800878910406,0.025566165189589755,-0.0017200206333921858,0.001798112796654831,-0.02178803552843412,0.0015600631265342863,0.019712280863228897,0.02404820192608459,0.009201012547457053,-0.006602775410530919
2015-01-30,-0.014742471451175326,0.12849514892877184,-0.030823974429389264,0.08002549529245674,0.022031068542067805,0.0462976555044572,-0.03907822666984229,-0.029760888783034962,-0.012654680018093589,0.017582503578713965
2015-02-03,0.00016871298276310967,-0.002527378513748023,-0.04710245086441019,0.06784904480245411,-0.011254031870982083,0.0020647816168542135,0.007722111492171949,0.024667669239650337,0.014357232738817562,-0.0213936765011018
2015-02-04,0.007640215994256247,0.0032953190647652506,-0.0018277448453036722,-0.09070249659475606,0.004368788786280421,-0.013592812663263495,0.005752621248907931,0.00248353059665034,-0.0038147572266470898,0.0017076787901332787
2015-02-05,0.007112375967607063,0.024749489304619617,-0.0438935079933491,0.04104485508101967,0.0017257602352123193,0.0070648528713894996,0.014474015187572065,0.01623621144630335,0.010044426947211384,-0.011039586654955996
2015-02-06,-0.008456895768911692,0.0010425830406616764,0.02346618327569626,0.023687103475380642,-0.026204564931172653,0.0076149056190835335,-0.0009428289869127873,-0.004402116832226004,-0.0027690865433461945,-0.017861031840618803
2015-02-10,0.019029102587011012,0.006563030833522425,-0.0012319433610069224,-0.05522398612162494,-0.005891255467082124,0.020347765290462515,0.005649703000252747,0.027584321584573766,0.01059680234260067,-0.007986168180245803
2015-02-11,0.02316831670921329,0.005720888815523967,-0.002979369869067089,-0.02387328223434165,-0.01188773038576783,-0.0040068617377190955,-0.005177358895559509,-0.006704984772423716,0.0005799656028578089,0.0018485612758115323
2015-02-12,0.012572812293368502,0.005396701104405952,0.01169767654801286,0.04738515522981302,0.0023036284035265445,0.01477887822289052,0.016614204148999768,0.06915311255260695,0.009571174617094443,-0.0033141304726380734
2015-02-13,0.004890864928237503,0.012279459098634262,0.05978710744575146,0.030197500350482638,0.005439474740014081,0.009387820287999008,0.01793956696824614,0.000448471641129207,0.0041079676511277885,-0.010322014681246357
2015-02-18,0.006937987134859558,-0.005502082900133491,-0.03035636359272711,-0.026309824801854453,0.0028404943034609498,-0.004339561283851642,-0.001147755589572725,-0.011685424996262274,9.516582262801779e-05,0.005922669533748078
2015-02-19,-0.002099545602269986,0.014966312035109902,0.01660519034172677,-0.018974423071262205,-0.003444070035884628,0.006978203153148286,-0.0006891036846579423,0.0027088764363573147,-0.0007142672478404314,-0.006635889527854983
2015-02-20,0.00814118450932095,0.012220527796125482,0.014444690551578291,-0.016157980989763784,-0.005708895866845205,-0.008545835550468258,0.008241788942428448,0.007187740249033058,0.005982981835851713,0.0029282427555125533
2015-02-24,-0.006260354480663564,-0.004085748360366676,-0.0006574070841032816,-0.0034437790427210005,-0.0014738237281034486,0.006799408197144147,-0.0013598087345754913,0.01058920963803843,0.0028369010665551734,0.013041008494374007
2015-02-25,-0.02590556383887975,0.017750023321773792,-0.005312847871439998,0.03411127353012933,0.003810143280624359,0.01598589244317231,-0.002270431620957968,-0.007648974484421232,-0.0008504487285591132,0.004309331409610979
2015-02-26,0.012576622741855673,-0.001480172383095798,-0.004406063968623295,-0.05689318535484882,0.003192846928133665,0.021616087774518702,0.0015898832769121979,0.0027063172045222682,-0.0011817403027292355,-0.013762695423247734
2015-02-27,-0.015142385547935596,-0.012131520665915154,0.07102164294766813,0.032475032069894404,0.000775127851616969,0.005954175265305061,-0.004777756141217608,-0.006326245855219198,-0.0034121355687148063,0.008372669597882888
2015-03-03,0.002089345465166767,-0.0027264055823154843,0.021645212985012714,0.018580102965297243,-0.0018169945131893267,0.006534873372879401,-0.013767809944856544,-0.01875894942706331,-0.0041126257364195095,-0.0036322064444145106
2015-03-04,-0.006358960922567488,-0.004926161193133822,-0.03104098668249274,0.01979483210762979,-0.0031225683060647487,-0.0007950729588045255,-0.005095968823734652,0.011208386898307086,-0.004224548039411067,0.0003161498189876129
