Date,AAPL,AMZN,BTC-USD,CL=F,GLD,GOOGL,MSFT,NVDA,SPY,TLT
2015-01-06,0.0028508984667742552,-0.019902123016595375,0.04931161637689349,-0.041434925316025745,0.01156725503009944,-0.022125918385416048,-0.011865013843032207,-0.02557924988227736,-0.007472593030583391,0.017673518498154534
2015-01-07,0.006285695656655011,0.0016886637430908649,0.007248343695978092,0.01034903692909517,-0.00655380488782504,-0.010878539206632967,0.004532622312877042,-0.01704004614200506,0.00686742576436978,-0.0014675800785167122
2015-01-08,0.033995571475073955,0.002515603657759799,-0.04815148310704383,0.000660174058188591,-0.004530379453864475,-0.0003715472778122327,0.02506687234152421,0.029924561250133187,0.014911761902080803,-0.01308491111308892
2015-01-09,-0.0007218399140243394,-0.013897612128561668,0.019717306932732662,-0.009923432870993714,0.011169418379629155,-0.014149398753509557,-0.010340815933749102,0.000631307452181058,-0.009341475319660217,0.011012438573329637
2015-01-13,0.03594174624553319,0.04277947038544377,-0.09642351055293785,0.012267540404199036,-0.0010912361646687532,0.03763654168510677,0.02354721567539855,0.04967374562942531,0.016757235372273582,-0.0018057137873676314
2015-01-14,0.03405683878367098,0.03890429271372846,-0.13430986806721507,0.0775183196191973,0.0015884262248754394,0.04752927792413594,0.03145609211296997,0.07560955749930694,0.021298171635015475,0.005034004994823545
2015-01-15,-0.04772275506599309,-0.0452101057806422,0.1089161423604541,-0.05915530840195447,0.023158112848794446,-0.024787504072678355,-0.03190483095841194,-0.045290849923086185,-0.023797226905327328,0.01695963127223
2015-01-16,-0.013387807736789556,0.0066446018084355156,-0.02359127825984884,0.048076108125108014,0.012507947149225374,0.006913845938738519,0.010653710043818493,0.007645645386375086,0.008993813075319056,-0.012458969301360388
2015-01-21,-0.010101444673894892,0.006099837212008123,0.022876860099054964,0.018950844979300517,-0.001253402544245367,0.001896987679713729,-0.02894040117832113,-0.019560384169840666,-0.00775287848579402,-0.010446831495356832
2015-01-22,0.011161888546354545,0.0261976514734686,-0.011301760219117444,-0.03991940827382631,0.006791356459677678,0.01689791697037158,0.010626306765363485,-0.010336818471889001,0.004274113666786166,-0.0026374068924357296
2015-01-23,0.0047015660567249346,0.0061320665525814826,-0.003474713690308608,-0.015935509475610034,-0.00805496740496714,0.008154667488729192,0.0005886552240276625,0.0020597368676087855,-0.005819629259868045,0.013852006524277972
2015-01-27,-0.013185408679730688,0.01658845866065637,0.023970050044161903,0.037046303134819145,0.0132950544954897,-0.0060421777358533706,-0.07331042282416711,-0.0067823430976119495,0.002939145792387559,6.579428747429446e-05
2015-01-28,0.07936270064998442,0.018948712528759293,-0.05256603937121672,-0.02471286882503899,-0.005851459005801933,0.008358036297006655,-0.009249504451766866,0.02960191208003546,0.0046934563650562824,0.014592905796789717
